CODFILIAL;CLASSIFICACAO;CODPROD;PRODUTO;CODFORNEC;FORNECEDOR;VALOR_ULTIMA_ENTRADA;QTD_TOTAL_ESTOQUE;QTD_GIRO_DIA;COBERTURA_ESTOQUE_ORIGINAL;COBERTURA_ESTOQUE_AJUSTADA;QTD_VENDAS_90D;QTD_DIAS_ZERADOS;VALOR_ESTOQUE;GIRO_MEDIO_CORRIGIDO;VALOR_EXCEDENTE
5;Farma;80110;VIT NEO QUIMICA B1 300MG 30COM;47252;HYPERA S.A;11,568323;42;0,146;287,67;287,67;13;0;485,87;0,14;333,86
5;Farma;80152;FLAVONID (DIOSMINA+HESP) 450+50MG 30COM;47252;HYPERA S.A;18,37;616;12,825;48,03;48,03;1124;0;11315,92;12,49;0,0
5;Farma;80160;FLAVONID (DIOSMINA+HESP) 450+50MG 60COM;47252;HYPERA S.A;35,527417;88;1,33;66,17;66,17;114;0;3126,41;1,27;0,0
5;Farma;80209;SENARETI 9MG/G GELEIA 250G;47252;HYPERA S.A;60,34;30;0,0;;9999,0;0;0;1810,2;0,0;0,0
5;Farma;80322;LIDOGEL (LIDOCAINA) 2% 20MG/G 30G;47252;HYPERA S.A;5,034159;206;5,859;35,16;35,16;301;25;1037,04;4,63;0,0
5;Farma;80500;TYFLEN (PARACETAMOL) 750MG 20COM;30856;BRASTERAPICA INDUSTRIA FARM.LT;2,75;252;0,0;;9999,0;0;0;693,0;0,0;0,0
5;Farma;80594;SIMETICONA 75MG/ML GTS 10ML GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;1,148767;4076;194,495;20,96;20,96;18327;0;4682,37;203,63;0,0
5;Farma;80616;SINVASTATINA 40MG 30COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;4,458646;46;0,588;78,23;78,23;50;0;205,1;0,56;0,0
5;Farma;80640;MIORRELAX (DIP+ORF+CAF) (20X10) 200COM;47252;HYPERA S.A;34,63;240;6,0;40,0;40,0;360;2;8311,2;4,09;0,0
5;Farma;80667;NEOSORO SOL NASAL INF 30ML;47252;HYPERA S.A;3,68032;9;20,689;0,44;0,44;1474;25;33,12;22,68;0,0
5;Farma;80756;DRAMAVIT B6 25MG GTS SOL 20ML;47252;HYPERA S.A;4,24;461;11,65;39,57;39,57;1095;0;1954,64;12,17;0,0
5;Farma;80853;FLUXON (CINARIZINA) 75MG 30COM;47252;HYPERA S.A;11,57;73;18,0;4,06;4,06;1854;0;844,61;20,6;0,0
5;Farma;81051;LANSOPRAZOL+CLAR+AMOX 7BL+28CAP GN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;42,578792;210;4,427;47,44;47,44;426;0;8941,55;4,73;0,0
5;Farma;81124;CLEANKINOL CR (HIDROQUINONA) 40MG 30G;37273;LEGRAND PHARMA IND FARM LTDA;31,51;29;0,379;76,52;76,52;33;0;913,79;0,37;0,0
5;Farma;81132;DESLORANA (DESLORATADINA) 0,5MG/ML 100ML;37273;LEGRAND PHARMA IND FARM LTDA;7,463302;32;0,136;235,29;235,29;6;0;238,83;0,07;147,48
5;Farma;81167;PRURI-GRAN (HIDROXIZINA) 2MG/ML 120ML;37273;LEGRAND PHARMA IND FARM LTDA;7,378233;117;0,078;1500,0;1500,0;8;0;863,25;0,09;811,46
5;Farma;81175;REPOPIL (CIPROT+ETINIL) 2+0,035MG 63COM;37273;LEGRAND PHARMA IND FARM LTDA;19,141042;115;3,105;37,04;37,04;269;0;2201,22;2,99;0,0
5;Farma;81213;CICLOPIROX OLAMINA 10MG/ML 15ML GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;7,21125;5;6,961;0,72;0,72;354;39;36,06;6,94;0,0
5;Farma;81345;IBUPROFENO 100MG/ML 20ML GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;3,416167;217;0,154;1409,09;1409,09;12;0;741,31;0,13;693,96
5;Farma;81361;PARACETAMOL BEBE 100MG/ML 15ML GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;9,543889;44;0,068;647,06;647,06;7;0;419,93;0,08;361,52
5;Farma;81426;ATORVASTATINA CALCICA 10MG 30COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;8,505417;59;0,757;77,94;77,94;74;0;501,82;0,82;0,0
5;Farma;81434;ATORVASTATINA CALCICA 20MG 30COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;6,148661;309;2,049;150,81;150,81;203;0;1899,94;2,26;766,1
5;Farma;81531;DOMPERIDONA 10MG 30COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;2,977693;221;3,582;61,7;61,7;283;11;658,07;3,58;0,0
5;Farma;81566;ANLODIPINO 10MG 30COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;4,17;1;1,748;0,57;0,57;138;0;4,17;1,53;0,0
5;Farma;81574;CAPTOPRIL 25MG 30COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;1,35;3893;24,33;160,01;160,01;2230;0;5255,55;24,78;2299,49
5;Farma;81582;CEFADROXILA 500MG 8CAP GEL GEN TEUTO;30791;LABORATORIO TEUTO BRASILEIRO S/A;7,890788;2311;35,087;65,86;65,86;3079;0;18235,61;34,21;0,0
5;Farma;81612;ENALAPRIL 20MG 30COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;2,54;1;0,01;100,0;9999,0;0;0;2,54;0,0;0,0
5;Farma;81671;LOSARTANA 50MG 60COM GEN TEUTO;30791;LABORATORIO TEUTO BRASILEIRO S/A;2,27;6;0,65;9,23;9,23;54;0;13,62;0,6;0,0
5;Farma;81817;CLEANKINOL GEL (HIDROQUINONA) 40MG 30G;37273;LEGRAND PHARMA IND FARM LTDA;30,354762;37;0,214;172,9;172,9;20;0;1123,13;0,22;538,5
5;Farma;81825;TORSILAX (PARAC+CARIS+DICL+CAF) 12COM;47252;HYPERA S.A;3,03;2852;78,097;36,52;36,52;6959;0;8641,56;77,32;0,0
5;Farma;81906;NISTATINA+OXIDO DE ZINCO PM 60G GEN NQ;47252;HYPERA S.A;7,599013;1221;172,65;7,07;7,07;14922;0;9278,39;165,8;0,0
5;Farma;81922;AZITROMICINA SUSP 900MG 22,5ML GEN NQ;47252;HYPERA S.A;11,8115;208;2,925;71,11;71,11;260;0;2456,79;2,89;0,0
5;Farma;81930;CAPTOPRIL 25MG 30COM GEN NQ;47252;HYPERA S.A;1,64;35;4,65;7,53;7,53;372;0;57,4;4,13;0,0
5;Farma;81949;AZITROMICINA 500MG 3COM GEN NEO;47252;HYPERA S.A;2,92;1008;5,583;180,55;180,55;575;0;2943,36;6,39;1476,16
5;Farma;81957;TENOXICAM 20MG 10COM GEN NQ;47252;HYPERA S.A;10,464671;60;0,52;115,38;115,38;32;28;627,88;0,52;138,11
5;Farma;81973;NIMESULIDA 50MG/ML GTS 15ML GEN NQ;47252;HYPERA S.A;5,770982;120;0,039;3076,92;3076,92;4;0;692,52;0,04;672,26
5;Farma;81981;MELOXICAM 15MG 10COM GEN NQ;47252;HYPERA S.A;1,638143;1168;16,233;71,95;71,95;1656;0;1913,35;18,4;0,0
5;Farma;81990;LOSARTANA 50MG 30COM GEN NQ;47252;HYPERA S.A;1,710937;15890;734,495;21,63;21,63;66619;0;27186,79;740,21;0,0
5;Farma;82023;DIPIRONA SOD 1G 10COM GEN NQ;47252;HYPERA S.A;5,431277;1875;52,184;35,93;35,93;4477;0;10183,64;49,74;0,0
5;Farma;82031;DIPIRONA SOD+CAF (25X4) 100COM GEN NQ;47252;HYPERA S.A;37,15;31;0,282;109,93;109,93;29;0;1151,65;0,32;208,79
5;Farma;82074;DIPIRONA SOD GTS 20ML GEN NQ;47252;HYPERA S.A;1,679614;80;6,146;13,02;13,02;633;0;134,37;7,03;0,0
5;Farma;82104;DICLO DIETILAMONIO GEL 11,6MG/G 60G G NQ;47252;HYPERA S.A;4,97;97;11,753;8,25;8,25;743;26;482,09;11,61;0,0
5;Farma;82198;PROPRANOLOL 40MG 30COM GEN NQ;47252;HYPERA S.A;2,650417;338;9,136;37,0;37,0;788;0;895,84;8,76;0,0
5;Farma;82210;CIPROFLOXACINO 500MG 6COM GEN NQ;47252;HYPERA S.A;10,001841;54;0,01;5400,0;5400,0;1;0;540,1;0,01;531,1
5;Farma;82228;AMBROXOL XPE PED 15MG/5ML 120ML GEN NQ;47252;HYPERA S.A;7,84;223;0,165;1351,52;9999,0;0;0;1748,32;0,0;0,0
5;Farma;82236;AMBROXOL XPE ADT 30MG/5ML 120ML GEN NQ;47252;HYPERA S.A;8,06;50;0,204;245,1;9999,0;0;0;403,0;0,0;0,0
5;Farma;82376;ANLODIPINO 5MG 30COM GEN NQ;47252;HYPERA S.A;1,568798;696;20,078;34,66;34,66;1855;0;1091,88;20,61;0,0
5;Farma;82384;ANLODIPINO 10MG 30COM GEN NQ;47252;HYPERA S.A;3,447857;367;9,107;40,3;40,3;845;0;1265,36;9,39;0,0
5;Farma;82406;AZITROMICINA SUSP 600MG 15ML GEN NEO;47252;HYPERA S.A;9,87;103;3,049;33,78;33,78;314;0;1016,61;3,49;0,0
5;Farma;82414;ATENOLOL 50MG 30COM GEN NQ;47252;HYPERA S.A;2,795864;210;13,35;15,73;15,73;1192;0;587,13;13,24;0,0
5;Farma;82457;AMOXICILINA SUSP 250MG/5ML 150ML GEN NEO;47252;HYPERA S.A;8,861111;355;28,233;12,57;12,57;2599;0;3145,69;28,88;0,0
5;Farma;82465;AMOXICILINA 500MG 21CAP GEN NQ;47252;HYPERA S.A;6,533533;3183;68,204;46,67;46,67;6249;0;20796,24;69,43;0,0
5;Farma;82503;ACICLOVIR CR 50MG 10G GEN NQ;47252;HYPERA S.A;3,64448;8;8,0;1,0;1,0;716;0;29,16;7,96;0,0
5;Farma;82520;ACEBROFILINA XPE PED 120ML GEN NQ;47252;HYPERA S.A;6,79;7;2,107;3,32;3,32;209;0;47,53;2,32;0,0
5;Farma;82554;BETAMETASONA CR 1MG/G 30G GEN NQ;47252;HYPERA S.A;5,66974;111;5,282;21,01;21,01;495;0;629,34;5,5;0,0
5;Farma;82635;SIMETICONA 40MG 20COM GEN NQ;47252;HYPERA S.A;3,257146;143;4,107;34,82;34,82;329;0;465,77;3,66;0,0
5;Farma;82660;CLOBETASOL PM 0,5MG/G 30G GEN NQ;47252;HYPERA S.A;5,09;369;12,7;29,06;29,06;635;40;1878,21;12,7;0,0
5;Farma;82678;CLOBETASOL CR 0,5MG/G 30G GEN NQ;47252;HYPERA S.A;4,653858;507;15,408;32,9;32,9;1314;0;2359,51;14,6;0,0
5;Farma;82686;PREDNISONA 5MG 20COM GEN NQ;47252;HYPERA S.A;3,27;14;3,34;4,19;4,19;285;0;45,78;3,17;0,0
5;Farma;82694;METRONIDAZOL 250MG 20COM GEN NQ;47252;HYPERA S.A;3,53;54;5,932;9,1;9,1;489;0;190,62;5,43;0,0
5;Farma;82759;ENALAPRIL 5MG 30COM GEN NQ;47252;HYPERA S.A;4,64;60;1,075;55,81;55,81;55;50;278,4;1,38;0,0
5;Farma;82767;DEXCLORFENIRAMINA 2MG 20COM GEN NQ;47252;HYPERA S.A;2,911721;57;0,854;66,74;66,74;67;0;165,97;0,74;0,0
5;Farma;82775;DEXCLORFENIRAMINA XPE 120ML GEN NQ;47252;HYPERA S.A;4,03;36;1,0;36,0;36,0;88;0;145,08;0,98;0,0
5;Farma;82783;DEXCLORFENIRAMINA+BETA XPE 120ML GEN NQ;47252;HYPERA S.A;5,89;702;7,155;98,11;98,11;689;0;4134,78;7,66;341,79
5;Farma;82813;IBUPROFENO 400MG 10COM GEN NQ;47252;HYPERA S.A;6,987366;240;5,252;45,7;45,7;517;0;1676,97;5,74;0,0
5;Farma;82821;HIDROCLOROTIAZIDA 50MG 20COM GEN NQ;47252;HYPERA S.A;1,24;487;16,233;30,0;30,0;1578;0;603,88;17,53;0,0
5;Farma;82830;HIDROCLOROTIAZIDA 25MG 30COM GEN NQ;47252;HYPERA S.A;1,093979;3657;248,456;14,72;14,72;22647;0;4000,68;251,63;0,0
5;Farma;82856;GUAIFENESINA XPE 120ML CEREJA GEN NQ;47252;HYPERA S.A;10,9;36;1,981;18,17;18,17;204;0;392,4;2,27;0,0
5;Farma;82864;GLIBENCLAMIDA 5MG 30COM GEN NQ;47252;HYPERA S.A;1,284101;1347;74,602;18,06;18,06;6947;0;1729,68;77,19;0,0
5;Farma;82910;DIPIRONA SOD 1G (25X4) 100COM GEN NQ;47252;HYPERA S.A;135,916323;33;0,107;308,41;308,41;3;25;4485,24;0,05;3176,36
5;Farma;82937;BROMETO DE IPRATROPIO 20ML GEN NQ;47252;HYPERA S.A;3,366363;177;0,524;337,79;337,79;43;0;595,85;0,48;437,09
5;Farma;82961;IBUPROTRAT (IBUPROFENO) 20MG/ML INF100ML;33057;NATULAB LABORATORIO LTDA;7,320263;69;1,786;38,63;38,63;122;0;505,1;1,36;0,0
5;Farma;82970;IVERMECTINA 6MG 2COM GEN VITAMEDIC;30;VITAMEDIC IND FARMACEUTICA LTDA;4,16;86;0,0;;9999,0;0;0;357,76;0,0;0,0
5;Farma;82988;IVERMECTINA 6MG 4COM GEN VITAMEDIC;30;VITAMEDIC IND FARMACEUTICA LTDA;3,91;282;1,107;254,74;254,74;61;0;1102,62;0,68;713,06
5;Farma;83003;AMOXICILINA 500MG 21CAP GEN NVQ;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);6,686032;96;0,476;201,68;201,68;48;0;641,86;0,53;355,43
5;Farma;83011;CALCIOVITAL D3 625MG 60COM;33057;NATULAB LABORATORIO LTDA;8,920362;36;0,767;46,94;46,94;64;0;321,13;0,71;0,0
5;Farma;83020;CALCIOVITAL D3+ B12 SOL FRAMBOESA 250ML;33057;NATULAB LABORATORIO LTDA;6,836479;18;3,408;5,28;5,28;311;0;123,06;3,46;0,0
5;Farma;83100;DONEPEZILA 10MG 30COM (C1) GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);29,706667;3;0,126;23,81;23,81;2;0;89,12;0,02;0,0
5;Farma;83313;DORSANOL (PARACET) 750MG 2X10 20COM;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);3,754063;66;1,592;41,46;41,46;78;0;247,77;0,87;0,0
5;Farma;83321;DORSANOL (PARACET) 500MG 2X10 20COM;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);3,910833;249;0,976;255,12;255,12;40;18;973,8;0,56;630,27
5;Farma;83542;METRONIDAZOL GEL VAG 10APLIC 55G GEN NQ;47252;HYPERA S.A;12,151667;30;0,951;31,55;31,55;89;1;364,55;1,0;0,0
5;Farma;83577;DICLOFENACO SODICO 50MG 20COM GEN NQ;47252;HYPERA S.A;2,01695;78;3,078;25,34;25,34;257;0;157,32;2,86;0,0
5;Farma;83640;ACALMIL (VALERIANA+ASS) 20COM;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);7,943125;19;0,319;59,56;59,56;29;0;150,92;0,32;0,0
5;Farma;83666;CETOCONAZOL 200MG 30COM GEN PHARL;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;9,47;141;2,107;66,92;66,92;166;0;1335,27;1,84;0,0
5;Farma;83674;PROPRANOLOL 40MG 30COM GEN PHARLAB;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;1,590278;526;17,825;29,51;29,51;1692;0;836,49;18,8;0,0
5;HB;83731;NV DES AERO PEARL BEAUTY F 150ML;30277;BDF NIVEA LTDA;6,282837;7;0,0;;9999,0;0;0;43,98;0,0;0,0
5;Farma;83755;ARLIVRY (HEDERA HELIX) 7MG//ML100ML CER;33057;NATULAB LABORATORIO LTDA;6,41085;277;2,32;119,4;119,4;239;0;1775,81;2,66;437,26
5;Farma;83763;ARLIVRY (HEDERA HELIX)  100ML MEL+SER;33057;NATULAB LABORATORIO LTDA;6,3908;232;3,674;63,15;63,15;252;11;1482,67;3,19;0,0
5;Farma;83798;VARIVAX (CASTANHA DA INDIA) 100MG 30COM;33057;NATULAB LABORATORIO LTDA;13,76;87;2,534;34,33;34,33;220;0;1197,12;2,44;0,0
5;Farma;83810;OLEO MINERAL 100ML NATULAB ;33057;NATULAB LABORATORIO LTDA;6,031656;103;0,505;203,96;203,96;31;0;621,26;0,34;347,12
5;Farma;83844;METIOTRAT 10MG/ML SOL TOP SPRAY 45ML;33057;NATULAB LABORATORIO LTDA;6,74;5;0,474;10,55;10,55;42;0;33,7;0,47;0,0
5;Farma;83887;MOMETASONA CR DERM 1MG/G 20G GEN NQ;47252;HYPERA S.A;9,758322;543;4,61;117,79;117,79;357;21;5298,77;5,17;1250,13
5;Farma;83941;CETOPROFENO 20MG/ML 20ML GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;1,9075;5670;37,34;151,85;151,85;3553;0;10815,53;39,48;4405,27
5;Farma;83950;DORZOLAMIDA+TIMOLOL SOL OFT 5ML GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;11,1125;3124;18,563;168,29;168,29;1678;0;34715,45;18,64;16149,94
5;Farma;83976;NISTRAZIN (NISTATINA) CR VAG 25000UI 60G;33928;GEOLAB IND FARMACEUTICA S/A;7,99;38;1,845;20,6;20,6;162;0;303,62;1,8;0,0
5;Farma;84000;GINO-COLON (TININ+MICO) CR VAG 45G;33928;GEOLAB IND FARMACEUTICA S/A;9,49;631;10,126;62,31;62,31;743;0;5988,19;8,26;0,0
5;Farma;84018;CISTEIL (ACETILCISTEINA) 20MG 120ML;33928;GEOLAB IND FARMACEUTICA S/A;5,99;1826;39,864;45,81;45,81;3579;0;10937,74;39,77;0,0
5;Farma;84026;CISTEIL (ACETILCISTEINA) 40MG 120ML;33928;GEOLAB IND FARMACEUTICA S/A;7,99;4155;50,835;81,74;81,74;4541;0;33198,45;50,46;0,0
5;Farma;84069;PANTODEX (DEXPANTENOL) POM 50MG/G 30G;33928;GEOLAB IND FARMACEUTICA S/A;5,79;2;1,767;1,13;1,13;182;0;11,58;2,02;0,0
5;Farma;84085;BRIMONIDINA 2MG/ML 5ML GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;7,370833;171;1,592;107,41;107,41;120;0;1260,41;1,33;204,3
5;Farma;84093;ACEBROFILINA XPE ADT 120ML GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;7,711012;215;0,398;540,2;540,2;30;0;1657,87;0,33;1381,66
5;Farma;84115;BROMAZEPAM 3MG 30COM (B1) GEN NQ;47252;HYPERA S.A;3,2627;4;1,932;2,07;2,07;153;0;13,05;1,7;0,0
5;Farma;84123;BROMAZEPAM 6MG 30COM (B1) GEN NQ;47252;HYPERA S.A;5,849093;1;1,0;1,0;1,0;83;0;5,85;0,92;0,0
5;Farma;84140;DIAZEPAM 5MG 30COM (B1) GEN NQ;47252;HYPERA S.A;2,288483;351;8,612;40,76;40,76;741;0;803,26;8,23;0,0
5;Farma;84174;TRAMADOL 50MG 10CAP (A2) GEN NQ;47252;HYPERA S.A;4,69581;60;0,473;126,85;126,85;35;0;281,75;0,39;81,85
5;Farma;84182;TRAMADOL 100MG/ML 10ML (A2) GEN NQ;47252;HYPERA S.A;38,361126;86;0,177;485,88;485,88;14;11;3299,06;0,18;2687,97
5;Farma;84220;CITALOPRAM 20MG 30COM  (C1) GEN NQ;47252;HYPERA S.A;4,87;258;1,049;245,95;245,95;108;0;1256,46;1,2;796,69
5;Farma;84387;ALIVBABY (NISTATINA+OXIDO ZINCO) PM 20G;34754;CAZI QUIMICA FARMACEUTICA IND E COM LTDA;4,5722;57;1,427;39,94;39,94;147;0;260,62;1,63;0,0
5;Farma;84514;MONITOR PRES DIG AUT PULSO GP300 G-TECH;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;54,184934;46;0,019;2421,05;2421,05;2;0;2492,51;0,02;2399,85
5;Farma;85642;NEOPANTOL BABY (DEXPANTENOL) 50MG/G 30G;47252;HYPERA S.A;3,49;29;70,431;0,41;0,41;5071;18;101,21;70,43;0,0
5;Farma;85707;SILDENAFILA 50MG 4COM GEN NQ;47252;HYPERA S.A;1,513516;7404;150,602;49,16;49,16;13227;0;11206,07;146,97;0,0
5;Farma;85723;LEVONORGESTREL 1,5MG 1COM GEN NQ;47252;HYPERA S.A;5,80069;211;1,019;207,07;207,07;81;0;1223,95;0,9;691,98
5;Farma;85758;SEDALEX (DIP+ORF+CAF) 30COM;30791;LABORATORIO TEUTO BRASILEIRO S/A;5,45;81;1,111;72,91;72,91;77;0;441,45;0,86;0,0
5;Farma;86452;FENIRAX (DEXCLORFENIRAMINA) XPE 120ML;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);4,128116;43;0,762;56,43;56,43;77;0;177,51;0,86;0,0
5;Farma;86649;HELMIZOL (METRONIDAZOL) 400MG 24COM;30791;LABORATORIO TEUTO BRASILEIRO S/A;5,36;4416;42,534;103,82;103,82;3782;0;23669,76;42,02;3150,8
5;Farma;86690;TIRAS REAGENTES FREE C/50UND G-TECH;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;34,180987;198;0,718;275,77;275,77;60;0;6767,84;0,67;4559,1
5;Farma;86703;MONITOR PRES DIG AUT BRACO BSP11 G-TECH;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;73,4712;17;0,194;87,63;87,63;20;0;1249,01;0,22;0,0
5;Farma;86746;ESFIGMOMANOMETRO ANEROIDE C/ESTETOSCOPIO;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;54,001332;1;0,0;;9999,0;0;0;54,0;0,0;0,0
5;Farma;87165;ROSUVASTATINA CALCICA 20MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);8,141917;633;28,447;22,25;22,25;2323;0;5153,83;25,81;0,0
5;Farma;87173;ROSUVASTATINA CALCICA 10MG 30COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);2,78663;1179;14,883;79,22;79,22;1392;0;3285,44;15,47;0,0
5;Farma;87270;NEOMICINA+BACITRACINA PM 15G GEN NQ;47252;HYPERA S.A;4,7;94;1,68;55,95;55,95;150;0;441,8;1,67;0,0
5;Farma;87700;CIPROFIBRATO 100MG 30COM GEN NQ;47252;HYPERA S.A;12,198148;701;19,155;36,6;36,6;1751;0;8550,9;19,46;0,0
5;Farma;87718;IBUFLEX (IBUPROFENO) GTS 100MG/ML 30ML;37273;LEGRAND PHARMA IND FARM LTDA;1,84;60;3,636;16,5;16,5;40;0;110,4;0,44;0,0
5;Farma;87890;ANEMIFER (SULF FERROSO) 125MG GTS 30ML;29;PHARMASCIENCE LABORATORIOS LTDA;3,7905;112;1,655;67,67;67,67;48;0;424,54;0,53;0,0
5;Farma;89095;PEPSAMAR 230MG (20X10) 200COM;47252;HYPERA S.A;102,56;45;0,019;2368,42;2368,42;2;0;4615,2;0,02;4439,82
5;Farma;89150;NATURETTI GELEIA AMEIXA S/ACUCAR 130G;47252;HYPERA S.A;46,55;25;0,67;37,31;37,31;67;0;1163,75;0,74;0,0
5;Farma;89214;GRIPINEW (DIP+CAF+CLORF) 150COM;31267;MEDQUIMICA IND FARMACEUTICA S.;32,75;278;5,563;49,97;49,97;509;0;9104,5;5,66;0,0
5;Farma;89842;CIPROFIBRATO 100MG 30COM GEN GLB;31305;LABORATORIO GLOBO LTDA;8,09;544;1,26;431,75;431,75;63;53;4400,96;1,7;3483,56
5;Farma;90123;BROMOPRIDA 10MG 20COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;6,041187;37;0,223;165,92;165,92;23;0;223,52;0,26;102,28
5;Farma;90131;ACIDO TRANEXAMICO 250MG 12COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;31,230625;155;1,825;84,93;84,93;112;0;4840,75;1,24;0,0
5;Farma;90140;ATORVASTATINA CALCICA 40MG 30COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;16,373456;63;0,704;89,49;89,49;57;0;1031,53;0,63;0,0
5;Farma;90301;BENATUX FRAMBOESA 12 PASTILHAS;33766;CIFARMA CIENTIFICA FARMAC LTDA;5,69623;4;8,99;0,44;0,44;742;0;22,78;8,24;0,0
5;Farma;90310;BENATUX MENTA 12 PASTILHAS;33766;CIFARMA CIENTIFICA FARMAC LTDA;5,0492;2;19,767;0,1;0,1;1466;0;10,1;16,29;0,0
5;Farma;90379;CINATREX 5MG/G POM OFTALMICA  3,5G;33766;CIFARMA CIENTIFICA FARMAC LTDA;7,25375;2600;96,648;26,9;26,9;8493;2;18859,75;96,51;0,0
5;Farma;90735;NERALGYN (DIP+ISOMET+CAF) 200DRG;33766;CIFARMA CIENTIFICA FARMAC LTDA;49,9408;76;0,981;77,47;77,47;89;0;3795,5;0,99;0,0
5;Farma;90751;POLARATUSS EXPECT 120ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;5,894553;44;0,01;4400,0;4400,0;1;0;259,36;0,01;254,05
5;Farma;90808;VARICOSS (CUMARIN+TROXER) 90MG 60DRG;33766;CIFARMA CIENTIFICA FARMAC LTDA;16,4916;164;2,362;69,43;69,43;118;0;2704,62;1,31;0,0
5;Farma;90816;VARIFLUX (DIOSMINA+HESP) 450+50MG 30COM;33766;CIFARMA CIENTIFICA FARMAC LTDA;55,65875;91;0,161;565,22;565,22;9;34;5064,95;0,16;4258,46
5;Farma;90824;VITERGYL C 200MG/ML GOTAS 20ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;2,268292;125;1,728;72,34;72,34;83;0;283,54;0,92;0,0
5;Farma;90832;VITERGYL C 1G 10COM EFERV;33766;CIFARMA CIENTIFICA FARMAC LTDA;2,383974;684;10,68;64,04;64,04;848;0;1630,64;9,42;0,0
5;Farma;90905;POSLOV (LEVONORGESTRE) 1,5MG 1COM;33766;CIFARMA CIENTIFICA FARMAC LTDA;0,9977;16;52,456;0,31;0,31;4098;0;15,96;45,53;0,0
5;Farma;90964;NORETISTERONA+ESTRADIOL 1AMP 1ML+SER CIF;33766;CIFARMA CIENTIFICA FARMAC LTDA;5,73125;1;54,262;0,02;0,02;3147;0;5,73;34,97;0,0
5;Farma;91081;CLINARA OLEO HIDRATANTE 200ML;33766;CIFARMA CIENTIFICA FARMAC LTDA;11,655006;84;0,35;240,0;240,0;36;0;979,02;0,4;611,89
5;Farma;91111;FERTNON (GESTODENO+ETINILESTRAD) 21COM;33766;CIFARMA CIENTIFICA FARMAC LTDA;16,116501;19;0,92;20,65;20,65;81;0;306,21;0,9;0,0
5;Farma;91227;NOREGYNA (ENAN NORETIS+ESTR)1AM 1ML +SER;33766;CIFARMA CIENTIFICA FARMAC LTDA;22,638656;51;65,922;0,77;0,77;6790;0;1154,57;75,44;0,0
5;Farma;91499;SPECTOLAB XPE INF 6,67MG/ML 120ML;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);7,062378;89;0,485;183,51;183,51;48;0;628,55;0,53;320,29
5;Farma;91537;TETRAMED (TETRACICLINA) 500MG 10X10CAP;31267;MEDQUIMICA IND FARMACEUTICA S.;31,2134;300;2,767;108,42;108,42;239;0;9364,02;2,66;1590,9
5;Farma;91952;RIVAROXABANA 20MG 30COM GEN PHARLAB;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;8,99;62;0,699;88,7;88,7;72;0;557,38;0,8;0,0
5;Farma;92460;CLOPIDOGREL 75MG 28COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;14,483036;95;0,408;232,84;232,84;30;0;1375,89;0,33;844,07
5;Farma;92479;HIDROXIZINA 25MG 30COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;22,6782;136;0,029;4689,66;4689,66;3;0;3084,24;0,03;3025,05
